Unnamed: 0,Species,Country.of.Origin,Farm.Name,Company,Region,Producer,Grading.Date,Owner.1,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color
112,Arabica,Brazil,fazenda grota funda,nucoffee,south of minas,Glaucio Carneiro Pinto,"December 23rd, 2011",NUCOFFEE,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,84.92,0.11,Green
113,Arabica,Brazil,sitio claro,nucoffee,south of minas,Ricardo Luiz Ferreira,"December 3rd, 2011",NUCOFFEE,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,84.92,0.12,Green
114,Arabica,Kenya,,,,,"August 26th, 2010",Brian Speckman,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,84.92,0.06,
115,Arabica,Taiwan,shi fang yuan 十方源,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,84.83,0.0,Green
116,Arabica,Uganda,mt.elgon bugisu shamba 2,kawacom uganda ltd,eastern,Sipi organic coffee project,"June 30th, 2014",Kawacom Uganda LTD,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,84.83,0.12,Green
117,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"April 6th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,84.83,0.0,
118,Arabica,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,"June 17th, 2010",Ethiopia Commodity Exchange,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,84.83,0.1,
119,Arabica,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,"June 17th, 2010",Philip Schluter,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,84.83,0.1,
120,Arabica,Thailand,matsuzawa coffee,matsuzawa coffee,thailand,Matsuzawa Coffee,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,84.75,0.12,Green
121,Arabica,Kenya,karatina,c dorman ltd,nyeri,KARATINA,"June 2nd, 2015",Lydiah Mwangi,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,84.75,0.13,Green
122,Arabica,Honduras,cerro bueno,cadexsa,marcala,Omar Acosta,"April 25th, 2014",CADEXSA,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,84.75,0.11,Green
123,Arabica,El Salvador,several,,santa ana,Several producers,"August 23rd, 2011",The Coffee Source Inc.,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,84.75,0.15,
124,Arabica,Nicaragua,santa martha,,jinotega,Juan Alvaro Munguia,"May 31st, 2010",Grounds for Health Admin,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,84.75,0.18,
125,Arabica,El Salvador,monterrey,cafetalera del pacifico,apaneca,J.J. Borja Nathan,"June 26th, 2017",Consejo Salvadoreño del Café,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,84.67,0.0,Blue-Green
126,Arabica,Indonesia,sran temanggung plantation,pt. shriya artha nusantara,"temanggung, indonesia",PT. Shriya Artha Nusantara,"November 24th, 2016",SanJava Coffee,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.12,Green
127,Arabica,Japan,ada farm,matsuzawa coffee,ada okinawa japan,Taijiro TOKUDA,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,84.67,0.12,Green
128,Arabica,Costa Rica,rio jorco,panamerican coffee trading,tarrazu,Johanna,"October 4th, 2016",Rodrigo Soto,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,84.67,0.1,Blue-Green
129,Arabica,Guatemala,san diego buena vista,"waelti schoenfeld exportadores de cafe, s.a.",acatenango,JUAN BOCK,"June 1st, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,84.67,0.1,Green
130,Arabica,Costa Rica,coopetarrazú,coopetarrazú.r.l,tarrazu,Coopetarrazú,"July 6th, 2015",Fabian Calderon Mora,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,84.67,0.12,Green
131,Arabica,Ethiopia,moplaco,essence coffee,yirgacheffe,Moplaco,"May 23rd, 2015",EssenceCoffee,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,84.67,0.1,
132,Arabica,Costa Rica,finca salaca las brisas,essence coffee,costa rica,Maria Elena Castro,"May 23rd, 2015",EssenceCoffee,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,84.67,0.08,Green
133,Arabica,Costa Rica,various,coricafe s.a.,west valley,CORICAFE BLEND,"March 5th, 2014",Eric Thormaehlen,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.11,Green
134,Arabica,Costa Rica,,thrive farmers,,,"January 3rd, 2014",Rob Tuttle,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,84.67,0.0,Green
135,Arabica,Taiwan,dragon 龍咖啡,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Gu yong long 古永龍,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.67,0.11,Green
136,Arabica,Colombia,,ecom cca sa,santander,,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,84.67,0.0,Green
137,Arabica,Kenya,,dream together inc.,nyeri,Sasini,"September 16th, 2012",Dream Together,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,84.67,0.11,Bluish-Green
138,Arabica,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,"July 17th, 2012",Juan Luis Alvarado Romero,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,84.67,0.11,Green
139,Arabica,Guatemala,valparaiso,sertrasa,acatenango,SERTRASA,"July 3rd, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,84.67,0.12,Green
140,Arabica,Mexico,"el nogal, la higuera, los laureles",organizaciones de productores de cafe colimense sa de cv,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES","July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,84.67,0.13,
141,Arabica,Uganda,,ugacof ltd,mbale,,"February 13th, 2012",AFCA,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,84.67,0.11,Blue-Green
142,Arabica,Peru,,,"penachi, cecanor",CECANOR,"June 14th, 2011",Benjamin Schmerler,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,84.67,0.0,
143,Arabica,Ethiopia,contact | sidacoop@ethionet.net,,sidamo,Sidama Coffee Farmers Coop. Union,"June 17th, 2010",Ethiopia Commodity Exchange,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,84.67,0.2,
144,Arabica,Kenya,jungle estate,keremara limited,nyeri,JUNGLE ESTATE,"January 11th, 2018",Jungle Estate,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,84.58,0.11,Blue-Green
145,Arabica,Colombia,,racafe & cia s.c.a,santander,,"January 10th, 2017",Racafe & Cia S.C.A,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,84.58,0.0,Blue-Green
146,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"December 28th, 2016",Racafe & Cia S.C.A,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,84.58,0.0,Green
147,Arabica,Kenya,blend,c dorman ltd,nyeri,BLEND,"July 21st, 2014",Daniel Magu,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,84.58,0.1,Bluish-Green
148,Arabica,Guatemala,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,"May 29th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,84.58,0.11,Green
149,Arabica,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,"March 24th, 2014",Juan Luis Alvarado Romero,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,84.58,0.09,Green
150,Arabica,Colombia,,ecom cca sa,santander,,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,84.58,0.0,
151,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"December 6th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,84.58,0.0,
152,Arabica,Kenya,,taylor winch (coffee) ltd,,changeru wet mill,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,84.58,0.0,Green
153,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"July 17th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,84.58,0.0,Green
154,Arabica,Costa Rica,la chaparral,lusso coffee lab,tres rios,,"March 12th, 2013",LUSSO LAB,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,84.58,0.12,Bluish-Green
155,Arabica,Colombia,various,exportadora de cafe condor s.a,huila,varios,"October 9th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,84.58,0.11,Green
156,Arabica,Brazil,fazenda recreio,nucoffee,vale da grama,Homero Texeira de Macedo Junior,"December 23rd, 2011",NUCOFFEE,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,84.58,0.12,Green
157,Arabica,Brazil,fazenda vista alegre,nucoffee,mountains of minas gerais,Geraldo Paixão,"December 3rd, 2011",NUCOFFEE,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,84.58,0.11,Blue-Green
158,Arabica,Costa Rica,,beneficios volcafé costa rica,valle central,Various,"November 28th, 2017",Max Gurdian,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,84.5,0.1,Bluish-Green
159,Arabica,Uganda,kawacom sipi project,kawacom uganda ltd,eastern uganda,Kawacom Uganda Ltd,"March 14th, 2017",ECOM Japan Limited,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,84.5,0.11,Green
160,Arabica,China,menglian ban’an coffee processing factory,yunnan coffee exchange,yunnan,Menglian Ban’an Coffee Processing Factory,"April 6th, 2016",Yunnan Coffee Exchange,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,84.5,0.1,Green
161,Arabica,Costa Rica,coopetarrazú,coopetarrazú.r.l,tarrazu,Coopetarrazú,"July 6th, 2015",Fabian Calderon Mora,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,84.5,0.11,Green
162,Arabica,Colombia,,federacion nacional de cafeteros,cauca,,"June 5th, 2015",Federacion Nacional de Cafeteros,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,84.5,0.12,Green
163,Arabica,China,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD","June 16th, 2014",Eric Wu,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,84.5,0.0,Green
164,Arabica,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,"February 26th, 2013",Juan Luis Alvarado Romero,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,84.5,0.11,Green
165,Arabica,Kenya,rumukia farmers,dream together co. ltd,nyeri,,"September 16th, 2012",Dream Together,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,84.5,0.11,Blue-Green
166,Arabica,Mexico,la barranca,,hustusco,MARIA IMELDA USCANGA MARTINEZ,"July 11th, 2012",MARIA IMELDA USCANGA MARTINEZ,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,84.5,0.12,Green
167,Arabica,Mexico,finca el retiro,ecomtrading,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,"June 6th, 2012",ALFREDO BOJALIL,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,84.5,0.11,
168,Arabica,Guatemala,nueva granada,"transcafe, s.a","el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A","February 16th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,84.5,0.11,Green
169,Arabica,Brazil,,,mmm,mmm,"March 23rd, 2011",Daniel Friedlander,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,84.5,0.0,
170,Arabica,Brazil,,,test,,"March 22nd, 2011",Alexandra Katona-Carroll,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,84.5,0.0,
171,Arabica,Costa Rica,several farmers,beneficios volcafé costa rica,tarrazu,Beneficio San Diego,"March 23rd, 2017",Max Gurdian,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,84.42,0.1,Blue-Green
172,Arabica,Indonesia,darmawi,pt. olam indonesia,sumatra brastagi,Surbakti,"March 14th, 2017",Aulia Arif Syahri,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,84.42,0.0,Blue-Green
173,Arabica,Colombia,,carcafe ltda,pitalito,FRANKLIN DUSSAN,"January 25th, 2016",CARCAFE LTDA CI,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,84.42,0.0,Green
174,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"July 9th, 2014",Racafe & Cia S.C.A,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,84.42,0.0,Green
175,Arabica,Taiwan,tropica galliard,tropica galliard,"mountain ali, taiwan",Kao Ming Lee,"July 10th, 2013",Kao Ming Lee,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,84.42,0.11,Blue-Green
176,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"January 21st, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,84.42,0.11,Blue-Green
177,Arabica,Mexico,finca la chiripa,finca hamburgo,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,"June 6th, 2012",MARIA AMALIA GUADALUPE TORIELLO ELORZA,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,84.42,0.12,
178,Arabica,Ethiopia,phone number | 0911-513824 email: gmt.ft,,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc","June 17th, 2010",Ethiopia Commodity Exchange,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,84.42,0.2,
179,Arabica,Kenya,kigwandi,c dorman ltd,nyeri,mutheka,"August 3rd, 2017",Lydiah Mwangi,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,84.33,0.11,Green
180,Arabica,Honduras,las cuchillas,cigrah s.a de c.v,comayagua,Nahun Maldonado,"May 11th, 2017",Bismarck Castro,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,84.33,0.1,Green
181,Arabica,Colombia,,skn caribecafe ltda,huila,,"February 20th, 2017",Raúl Vargas,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,84.33,0.0,Green
182,Arabica,Honduras,los hicaques,cigrah s.a de c.v,central region,Reinerio Zepeda,"April 4th, 2016",Bismarck Castro,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,84.33,0.11,Green
183,Arabica,Colombia,,racafe & cia s.c.a,la plata,,"February 16th, 2016",Racafe & Cia S.C.A,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,84.33,0.0,
184,Arabica,Colombia,,carcafe ltda,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,"April 29th, 2015",CARCAFE LTDA CI,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,84.33,0.11,Green
185,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"July 19th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,84.33,0.0,Green
186,Arabica,Mexico,la distancia,,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,"July 27th, 2012",VICTOR HUGO MELCHOR CORDOVA,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,84.33,0.12,Blue-Green
187,Arabica,Brazil,santa alina,,vale da grama,Lucia Maria da Silva Dias,"October 28th, 2011",NUCOFFEE,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,84.33,0.0,
188,Arabica,Brazil,fazenda baipendi,,south of minas,Antônio Pelucio,"October 28th, 2011",NUCOFFEE,,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,84.33,0.02,
189,Arabica,Ethiopia,,,limu,Oromia Coffee Farmers Cooperative Union,"June 14th, 2011",Benjamin Schmerler,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,84.33,0.0,
190,Arabica,Guatemala,las minas,,nuevo oriente,Miguel Hernandez,"April 30th, 2010",The Coffee Source Inc.,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,84.33,0.04,
191,Arabica,Taiwan,馨晴咖啡 good mood coffee,taiwan coffee laboratory,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,"August 10th, 2017","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,84.25,0.12,Blue-Green
192,Arabica,Thailand,matsuzawa coffee,matsuzawa coffee,chiang rai thailand,Matsuzawa Coffee,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,84.25,0.12,Green
193,Arabica,Colombia,,carcafe ltda,nariño,JOSE ALBEIRO GOMEZ,"August 5th, 2016",CARCAFE LTDA CI,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,84.25,0.11,Green
194,Arabica,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,"May 23rd, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,84.25,0.11,Green
195,Arabica,Guatemala,finca san vicente,exportcafe,huehuetenango,HORACIO CIFUENTES MARTINEZ,"April 6th, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,84.25,0.1,Green
196,Arabica,China,menglian county nayun town mangzhang coffee farm,yunnan coffee exchange,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,"April 6th, 2016",Yunnan Coffee Exchange,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,84.25,0.1,Green
197,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"November 19th, 2015",Racafe & Cia S.C.A,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,84.25,0.11,Green
198,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"October 26th, 2015",Racafe & Cia S.C.A,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,84.25,0.12,Green
199,Arabica,Colombia,,federacion nacional de cafeteros,cauca,,"June 5th, 2015",Federacion Nacional de Cafeteros,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,84.25,0.12,Green
200,Arabica,Colombia,,carcafe ltda,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,"April 29th, 2015",CARCAFE LTDA CI,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,84.25,0.12,Green
201,Arabica,"Tanzania, United Republic Of",jacksom mwasenga,tembo coffee company ltd,shizingo village,Tembo Coffee Company Ltd,"December 12th, 2014",Tembo Coffee Company Ltd,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,84.25,0.12,Green
202,Arabica,"Tanzania, United Republic Of",suma jkt itende,taylor winch (t) ltd,mbeya,Taylor Winch (T) ltd,"December 12th, 2014",Taylor Winch (T) Ltd,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,84.25,0.12,Green
203,Arabica,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,"August 21st, 2014",Juan Luis Alvarado Romero,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,84.25,0.1,Green
204,Arabica,Colombia,,exportadora de cafe condor s.a,cauca,,"October 1st, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,84.25,0.11,Green
205,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"December 11th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,84.25,0.11,Bluish-Green
206,Arabica,Mexico,pante carajillo,carajillo café sa de cv,san pedro cotzilnam,JESUS SALAZAR VELASCO,"September 11th, 2012",JESUS SALAZAR VELASCO,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,84.25,0.12,Green
207,Arabica,Mexico,finca los barreales,,veracruz,MANUEL HERRERA JUAREZ,"April 9th, 2012",MANUEL HERRERA JUAREZ,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,84.25,0.12,Green
208,Arabica,Mexico,finca santa teresa,ecomtrading,"la concordia, chiapas",ERNST POHLENZ AGUILAR,"April 2nd, 2012",ALFREDO BOJALIL,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,84.25,0.1,Bluish-Green
209,Arabica,Uganda,,bukonzo joint cfs,kasese,,"February 13th, 2012",AFCA,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,84.25,0.13,Green
210,Arabica,Guatemala,piamonte,"unex guatemala, s.a.",san marcos,JORGE LEAL,"June 1st, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,84.17,0.13,Green
211,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"August 19th, 2016",Racafe & Cia S.C.A,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,84.17,0.0,Green
212,Arabica,Costa Rica,los girasoles,exclusive coffee - costa rica,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),"August 19th, 2016",Wayner Jimenez,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,84.17,0.09,Bluish-Green
213,Arabica,Guatemala,finca la joya,exportcafe,huehuetenango,DARY COLMAN ALVARADO VILLATORO,"June 23rd, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,84.17,0.11,Green
214,Arabica,Guatemala,santo tomas pachuj,cafcom,solola,FERNANDO FAHSEN,"June 1st, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,84.17,0.1,Green
215,Arabica,Guatemala,chapultepec,"unex guatemala, s.a.",norte,CHAPULTEPEC,"June 1st, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,84.17,0.1,Green
216,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"August 18th, 2015",Racafe & Cia S.C.A,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,84.17,0.0,Bluish-Green
217,Arabica,Nicaragua,las nubes,cooperativa el gorrion r.l,jinotega,COOPERATIVA EL GORRION RL,"August 3rd, 2015",COOPERATIVA EL GORRION R.L,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,84.17,0.12,Bluish-Green
218,Arabica,Brazil,pantano,cafebras comercio de cafés do brasil sa,cerrado,MAURO GALHERI,"April 24th, 2015",Cafebras,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,84.17,0.0,
219,Arabica,Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,"April 10th, 2015","CECA,S.A.",Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,84.17,0.0,Blue-Green
220,Arabica,Ethiopia,asefa dukamo coffee plantation,asefa dukamo coffee plantetion,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,"March 26th, 2015",Asefa Dukamo Keroma,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,84.17,0.1,Green
221,Arabica,"Tanzania, United Republic Of",selian coffee estate,selian coffee estate,arusha,Selian Coffee Estate,"December 12th, 2014",Selian Coffee Estate,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,84.17,0.13,Green
222,Arabica,Colombia,,olam international ltd,huila,,"October 15th, 2014",Olam Agro Colombia,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,84.17,0.12,Green
223,Arabica,Guatemala,,volcafe specialty coffee,,,"July 16th, 2014",Chris Finch,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,84.17,0.11,Bluish-Green
224,Arabica,Kenya,,taylor winch (coffee) ltd,kenya,,"November 7th, 2013",ITOCHU Corporation,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,84.17,0.08,Green
